|                  object|        ra|      dec|
|                    char|    double|   double|
|                        |          |         |
|                    null|      null|     null|
 SDSS J144826.31+514158.1 222.109635  51.69948 
 SDSS J145041.21+514216.1 222.671715  51.70447 
 SDSS J145432.10+522304.4  223.63377  52.38457 
 SDSS J150513.73+495736.7 226.307205  49.96021 
 SDSS J145758.85+494858.1  224.49522  49.81614 
 SDSS J145801.14+490630.0 224.504775  49.10833 
 SDSS J145909.37+492324.2 224.789085  49.39008 
 SDSS J145722.88+505904.6 224.345385  50.98462 
 SDSS J150132.11+503455.1  225.38382  50.58199 
 SDSS J150308.90+510323.5 225.787155  51.05654 
 SDSS J150609.62+505345.4  226.54008  50.89595 
 SDSS J152052.24+483938.5  230.21769  48.66073 
 SDSS J152045.04+483922.9  230.18766  48.65637 
 SDSS J152126.99+483943.3 230.362485  48.66205 
 SDSS J151910.89+482117.0  229.79541  48.35475 
 SDSS J151444.80+480358.8   228.6867  48.06633 
 SDSS J150855.65+480059.0  227.23194   48.0164 
 SDSS J151130.45+495111.2  227.87694  49.85312 
 SDSS J151014.91+485715.5  227.56215   48.9543 
 SDSS J151836.95+491050.0 229.654005  49.18057 
 SDSS J153133.03+465526.5  232.88763  46.92407 
 SDSS J153116.96+471738.4   232.8207  47.29401 
 SDSS J153149.47+465913.7  232.95615  46.98716 
 SDSS J152400.49+465754.9 231.002055  46.96527 
 SDSS J151808.36+474252.2  229.53486   47.7145 
 SDSS J152201.87+483733.3  230.50779  48.62595 
 SDSS J152154.80+484843.6  230.47833  48.81214 
 SDSS J152334.24+474525.5 230.892675   47.7571 
 SDSS J152634.99+474547.0  231.64581  47.76307 
 SDSS J152449.53+483629.7   231.2064  48.60823 
 SDSS J152753.80+474930.8  231.97419  47.82522 
 SDSS J154045.10+454526.0  235.18794  45.75723 
 SDSS J154146.55+455614.3  235.44399  45.93733 
 SDSS J153831.42+454512.5   234.6309  45.75348 
 SDSS J153545.82+445005.3 233.940945   44.8348 
 SDSS J153714.52+454022.5  234.31053  45.67292 
 SDSS J153502.18+453340.8  233.75907  45.56135 
 SDSS J152910.43+453817.5 232.293525  45.63821 
 SDSS J153008.29+452541.3  232.53459  45.42818 
 SDSS J152859.14+470642.0 232.246395  47.11166 
 SDSS J153201.75+465852.8  233.00733  46.98135 
 SDSS J153335.83+463445.5  233.39931  46.57934 
 SDSS J153302.96+462546.6 233.262375  46.42963 
 SDSS J153354.02+465431.2  233.47512  46.90867 
 SDSS J153422.18+460406.8 233.592405  46.06856 
 SDSS J153650.15+460159.0  234.20895  46.03308 
 SDSS J153718.71+461012.8  234.32799  46.17027 
 SDSS J153610.98+470042.8 234.045795  47.01191 
 SDSS J153909.91+462351.7  234.79131   46.3977 
 SDSS J153935.14+460248.2  234.89643  46.04674 
 SDSS J154048.54+462913.1 235.202295    46.487 
 SDSS J154451.23+433050.6 236.213505  43.51406 
 SDSS J154324.50+440718.5 235.852095  44.12181 
 SDSS J154346.13+434601.9  235.94223   43.7672 
 SDSS J154311.70+432527.1   235.7988   43.4242 
 SDSS J153831.63+453805.6   234.6318  45.63489 
 SDSS J153929.67+443854.4 234.873645  44.64847 
 SDSS J154147.27+453321.6 235.447005  45.55603 
 SDSS J154856.02+450322.5 237.233415  45.05627 
 SDSS J155953.90+423339.9  239.97465   42.5611 
 SDSS J155636.39+415250.5 239.151675  41.88071 
 SDSS J155043.68+424205.7  237.68202   42.7016 
 SDSS J155359.97+414414.1 238.499865  41.73727 
 SDSS J154700.42+430358.5 236.751765  43.06626 
 SDSS J154702.73+432229.5  236.76138  43.37488 
 SDSS J155201.09+431728.2  238.00458  43.29119 
 SDSS J155235.38+441905.9 238.147395  44.31831 
 SDSS J155538.24+431306.1  238.90935  43.21836 
 SDSS J155424.21+434736.0  238.60086  43.79333 
 SDSS J155639.68+435420.1 239.165355   43.9056 
 SDSS J160110.88+431138.1 240.295335  43.19394 
 SDSS J160901.33+400230.8  242.25558   40.0419 
 SDSS J160853.19+402733.7 242.221665  40.45936 
 SDSS J160223.72+403929.6 240.598875  40.65823 
 SDSS J160142.40+410859.3 240.426705  41.14982 
 SDSS J155839.39+404449.2  239.66412  40.74702 
 SDSS J155818.12+404844.3 239.575545   40.8123 
 SDSS J155700.17+413111.1 239.250735  41.51975 
 SDSS J155719.49+413108.5 239.331255  41.51904 
 SDSS J160226.72+420833.5 240.611385  42.14265 
 SDSS J160045.92+412212.5 240.191355  41.37014 
 SDSS J160242.57+411150.2 240.677385  41.19727 
 SDSS J161529.75+380707.5  243.87399  38.11876 
 SDSS J161423.91+382403.3 243.599655  38.40092 
 SDSS J161100.56+384656.3 242.752365   38.7823 
 SDSS J160808.71+394755.8  242.03631  39.79887 
 SDSS J160932.86+401123.6 242.386965  40.18991 
 SDSS J161148.52+404020.9  242.95218  40.67248 
 SDSS J161521.56+395620.5  243.83985  39.93904 
 SDSS J161600.51+392951.3 244.002165  39.49761 
 SDSS J161429.67+403711.2  243.62364  40.61979 
 SDSS J162318.73+370547.5  245.82807  37.09652 
 SDSS J162019.67+373351.4    245.082  37.56427 
 SDSS J161918.15+370542.7  244.82565  37.09522 
 SDSS J161639.58+385410.0  244.16496  38.90279 
 SDSS J161929.27+380553.6    244.872  38.09824 
 SDSS J162417.74+380453.3 246.073935  38.08147 
 SDSS J162955.33+352347.7 247.480575  35.39661 
 SDSS J162908.47+355742.0  247.28532  35.96167 
 SDSS J162939.46+360713.9  247.41444  36.12055 
 SDSS J162751.39+360920.1 246.964155  36.15558 
 SDSS J162931.47+352659.5 247.381125  35.44988 
 SDSS J162630.29+354018.4  246.62622  35.67179 
 SDSS J162443.37+372642.4  246.18072  37.44512 
 SDSS J162606.61+371727.8  246.52755  37.29108 
 SDSS J162626.28+371441.6 246.609495  37.24489 
 SDSS J162652.91+363717.5  246.72051  36.62154 
 SDSS J162823.09+362740.6  247.09623  36.46129 
 SDSS J162830.94+365907.9   247.1289  36.98553 
 SDSS J163044.29+362851.3  247.68468  36.48091 
 SDSS J163107.20+361034.6  247.78002  36.17628 
 SDSS J163310.87+360734.0 248.295315  36.12611 
 SDSS J163224.26+363349.9  248.10114  36.56386 
 SDSS J163259.38+372032.5 248.247435  37.34236 
 SDSS J164130.64+333126.8  250.37772  33.52413 
 SDSS J164245.78+334639.7   250.6908  33.77771 
 SDSS J163518.51+341520.9  248.82717  34.25581 
 SDSS J163159.91+341336.0 247.999635  34.22669 
 SDSS J163343.93+344754.7 248.433075  34.79855 
 SDSS J163618.46+352521.8 249.076935  35.42272 
 SDSS J164248.84+310654.4 250.703535  31.11509 
 SDSS J164252.58+312943.2 250.719135  31.49537 
 SDSS J163601.71+312929.2 249.007125  31.49146 
 SDSS J163741.47+304147.0 249.422805  30.69639 
 SDSS J163418.21+320629.5  248.57589  32.10822 
 SDSS J163536.80+324643.8   248.9034  32.77882 
 SDSS J163852.05+314450.8  249.71691  31.74744 
 SDSS J164029.36+320525.5 250.122375   32.0904 
 SDSS J163822.51+325111.7 249.593835  32.85327 
 SDSS J164053.90+324728.4   250.2246  32.79124 
 SDSS J164803.76+312343.1  252.01569  31.39532 
 SDSS J164533.75+313046.8  251.39064  31.51303 
 SDSS J164538.90+321753.0  251.41209  32.29807 
 SDSS J163855.05+330500.4 249.729435  33.08346 
 SDSS J164332.68+330702.2  250.88616  33.11728 
 SDSS J164644.65+323403.3  251.68608  32.56758 
 SDSS J164918.96+285938.5  252.32901  28.99399 
 SDSS J165028.00+291052.8 252.616665  29.18137 
 SDSS J165334.57+294513.9 253.394055  29.75387 
 SDSS J165011.55+291736.1  252.54816  29.29338 
 SDSS J164713.14+291801.4 251.804745  29.30039 
 SDSS J164614.72+285635.3 251.561355  28.94314 
 SDSS J164415.87+291041.4 251.066145  29.17818 
 SDSS J164211.95+302713.2 250.549815  30.45369 
 SDSS J164355.29+301653.8 250.980405  30.28163 
 SDSS J164727.99+295430.1  251.86665  29.90838 
 SDSS J164708.32+304201.6  251.78469  30.70045 
 SDSS J165222.42+295851.9 253.093425  29.98109 
 SDSS J165300.28+301603.6  253.25118  30.26766 
 SDSS J165615.24+302341.4  254.06355  30.39486 
 SDSS J165450.12+301520.9 253.708875  30.25581 
 SDSS J165401.54+302705.9 253.506435  30.45164 
 SDSS J165122.56+300103.6 252.844005  30.01769 
 SDSS J164913.28+292747.6  252.30534  29.46321 
 SDSS J164626.10+294401.8  251.60883  29.73377 
 SDSS J164625.74+304004.3 251.607285  30.66788 
 SDSS J165007.98+304416.2  252.53328  30.73784 
 SDSS J165016.52+313042.2  252.56886  31.51173 
 SDSS J165020.45+314243.4  252.58524  31.71208 
 SDSS J134012.14+425014.3 205.050615  42.83731 
 SDSS J133825.48+423152.1  204.60615  42.53115 
 SDSS J133738.03+432459.8  204.40845  43.41664 
 SDSS J133448.30+420645.4 203.701245  42.11261 
 SDSS J133321.82+420844.7  203.34093  42.14578 
 SDSS J132848.54+422356.2  202.20228  42.39896 
 SDSS J132730.09+430441.4 201.875415  43.07818 
 SDSS J133156.03+440825.8  202.98351   44.1405 
 SDSS J133542.87+435900.5  203.92863   43.9835 
 SDSS J134029.79+441003.9  205.12416  44.16777 
 SDSS J133949.09+434541.8  204.95457  43.76162 
 SDSS J134948.34+420703.7  207.45144  42.11771 
 SDSS J135102.26+423637.6 207.759435  42.61047 
 SDSS J134651.22+415154.6  206.71347  41.86519 
 SDSS J134407.40+415537.3 206.030835  41.92706 
 SDSS J134226.16+424812.0  205.60902  42.80334 
 SDSS J133935.95+430310.0  204.89979  43.05278 
 SDSS J134215.30+430258.4 205.563735  43.04958 
 SDSS J134420.21+433004.9  206.08422   43.5014 
 SDSS J134930.23+430617.4 207.375975  43.10484 
 SDSS J134711.20+434407.0  206.79669   43.7353 
 SDSS J135129.47+434823.1 207.872805  43.80643 
 SDSS J140416.35+411748.7  211.06815  41.29688 
 SDSS J135448.18+421818.8 208.700745  42.30522 
 SDSS J135411.64+430124.4  208.54854  43.02344 
 SDSS J135512.61+425231.5  208.80255  42.87542 
 SDSS J135642.78+425156.6 209.178285  42.86575 
 SDSS J140057.83+425120.3  210.24096  42.85566 
 SDSS J140059.59+423924.0  210.24831  42.65669 
 SDSS J140141.57+424827.0  210.42321  42.80751 
 SDSS J141418.80+405225.5  213.57834  40.87375 
 SDSS J141236.18+410649.0 213.150765  41.11363 
 SDSS J140930.25+410639.3  212.37606  41.11092 
 SDSS J141004.82+410240.4  212.52009  41.04457 
 SDSS J140739.47+405355.6 211.914465  40.89879 
 SDSS J140904.22+415640.3 212.267595  41.94455 
 SDSS J140856.80+414331.4  212.23671  41.72541 
 SDSS J141107.99+423248.0 212.783325  42.54668 
 SDSS J141108.54+424122.9 212.785605  42.68972 
 SDSS J141225.31+415218.9 213.105465  41.87192 
 SDSS J142543.94+395820.6  216.43311  39.97241 
 SDSS J142903.77+401129.9  217.26573  40.19164 
 SDSS J142501.42+393411.7  216.25593  39.56994 
 SDSS J142351.53+401531.8 215.964735  40.25884 
 SDSS J142221.60+400257.8  215.59002  40.04942 
 SDSS J142031.48+400815.9  215.13117  40.13776 
 SDSS J141845.89+403206.9  214.69125  40.53528 
 SDSS J141637.81+401258.6  214.15755  40.21631 
 SDSS J141648.56+413422.9  214.20234  41.57305 
 SDSS J141553.75+404640.4 213.973965   40.7779 
 SDSS J141955.97+413158.4  214.98321  41.53291 
 SDSS J142025.94+412701.4  215.10813  41.45041 
 SDSS J142008.78+405041.1  215.03661  40.84475 
 SDSS J141903.91+410806.5  214.76631  41.13515 
 SDSS J142810.21+412840.2  217.04256  41.47784 
 SDSS J143835.72+392730.8  219.64887  39.45856 
 SDSS J143802.25+393415.7 219.509385  39.57103 
 SDSS J143516.38+390943.4  218.81826  39.16205 
 SDSS J143420.73+390859.1  218.58639  39.14977 
 SDSS J142813.88+391218.5  217.05783  39.20516 
 SDSS J142533.30+393530.0  216.38877  39.59167 
 SDSS J142557.05+392444.8 216.487725  39.41248 
 SDSS J142948.91+405335.0  217.45383  40.89307 
 SDSS J142851.94+404821.0  217.21644  40.80584 
 SDSS J143348.35+400538.9  218.45148  40.09415 
 SDSS J143718.85+404258.9 219.328575  40.71635 
 SDSS J144931.63+374909.9  222.38184  37.81942 
 SDSS J144909.89+375102.7  222.29121  37.85075 
 SDSS J144911.58+382450.0  222.29826   38.4139 
 SDSS J144853.88+384605.7 222.224505  38.76826 
 SDSS J144757.44+380727.3 221.989365  38.12426 
 SDSS J144616.54+382128.6 221.568945  38.35797 
 SDSS J144648.74+382450.8  221.70312  38.41412 
 SDSS J144514.14+384344.1 221.308995  38.72886 
 SDSS J144341.53+383521.8 220.923075  38.58942 
 SDSS J144616.74+381646.8 221.569785  38.27969 
 SDSS J143959.55+383231.7 219.998145  38.54216 
 SDSS J143742.36+392743.2  219.42651  39.46202 
 SDSS J144316.82+390351.2 220.820115  39.06421 
 SDSS J144232.59+390637.2 220.635825  39.11035 
 SDSS J144437.80+400608.5  221.15754  40.10238 
 SDSS J144508.71+395834.8 221.286315  39.97635 
 SDSS J145030.64+390819.1  222.62772  39.13865 
 SDSS J150229.77+370445.4 225.624075   37.0793 
 SDSS J150119.13+372742.2 225.329715  37.46173 
 SDSS J150112.59+374203.2 225.302475  37.70091 
 SDSS J150002.17+372905.6 225.009045  37.48489 
 SDSS J145844.79+372021.5  224.68668  37.33932 
 SDSS J145524.69+372521.0  223.85289   37.4225 
 SDSS J145007.87+372240.3 222.532815  37.37786 
 SDSS J144949.74+375123.2  222.45729  37.85646 
 SDSS J145205.73+381059.2   223.0239  38.18313 
 SDSS J145242.81+380622.7 223.178385  38.10632 
 SDSS J145552.12+381034.1 223.967175  38.17614 
 SDSS J145440.90+380449.2  223.67043  38.08036 
 SDSS J145634.31+385220.4 224.142975  38.87234 
 SDSS J145722.78+384628.5  224.34495   38.7746 
 SDSS J150131.22+382545.6  225.38013  38.42935 
 SDSS J145950.93+384009.9 224.962245  38.66941 
 SDSS J151125.91+363336.0  227.85798  36.56001 
 SDSS J151037.55+364929.8  227.65647  36.82495 
 SDSS J150954.62+365346.0  227.47761  36.89614 
 SDSS J150703.94+365106.8  226.76643  36.85191 
 SDSS J150316.65+362451.6  225.81939  36.41435 
 SDSS J150229.12+363834.6  225.62136  36.64296 
 SDSS J150337.65+355649.2   225.9069  35.94701 
 SDSS J150041.29+362147.6  225.17205  36.36324 
 SDSS J150034.56+364845.1  225.14403  36.81255 
 SDSS J150233.15+373144.2 225.638145  37.52897 
 SDSS J150342.22+374149.6  225.92592  37.69711 
 SDSS J150557.18+370207.1  226.48827  37.03531 
 SDSS J150820.62+372726.0  227.08593  37.45724 
 SDSS J150855.09+373329.8  227.22954  37.55827 
 SDSS J150906.57+354357.4 227.277375  35.73262 
 SDSS J150914.64+353538.4  227.31102    35.594 
 SDSS J151522.25+360609.4 228.842715  36.10262 
 SDSS J151427.16+365455.7  228.61317  36.91547 
 SDSS J151427.06+363802.8 228.612765  36.63413 
 SDSS J153040.20+344528.3  232.66752  34.75787 
 SDSS J152536.63+341628.6  231.40263  34.27461 
 SDSS J152325.34+344659.9 230.855625  34.78331 
 SDSS J151717.18+344321.6  229.32159  34.72269 
 SDSS J151848.83+353554.7 229.703505  35.59854 
 SDSS J152436.99+345151.6 231.154155  34.86433 
 SDSS J152609.57+351020.5 231.539895  35.17239 
 SDSS J152649.64+345537.0 231.706875  34.92694 
 SDSS J152317.52+355235.5 230.823015  35.87654 
 SDSS J152355.69+353349.7 230.982045  35.56383 
 SDSS J152507.32+353201.8  231.28053  35.53385 
 SDSS J152805.91+351228.2 232.024635  35.20784 
 SDSS J153657.89+331429.8 234.241245   33.2416 
 SDSS J153623.36+321805.5  234.09735  32.30154 
 SDSS J153548.24+330205.1  233.95101  33.03476 
 SDSS J153534.03+331920.0  233.89182  33.32222 
 SDSS J153541.14+332834.5 233.921445  33.47625 
 SDSS J153136.46+332359.1 232.901925  33.39978 
 SDSS J153400.50+324910.1 233.502135  32.81948 
 SDSS J153025.80+332432.5 232.607505  33.40905 
 SDSS J153045.10+330846.4  232.68792  33.14623 
 SDSS J152959.68+331335.2  232.49871  33.22647 
 SDSS J153109.34+324638.4 232.788915  32.77734 
 SDSS J153101.37+342219.4 232.755705  34.37207 
 SDSS J153128.18+341317.0 232.867425   34.2214 
 SDSS J153114.75+341328.1  232.81146  34.22449 
 SDSS J153247.93+341226.8  233.19975  34.20745 
 SDSS J153308.86+343549.0 233.286945  34.59696 
 SDSS J153854.91+334107.0 234.728805   33.6853 
 SDSS J153504.98+341826.2 233.770785   34.3073 
 SDSS J100130.98+382346.2  150.37911  38.39618 
 SDSS J100126.31+384347.1 150.359655  38.72976 
 SDSS J100130.67+383953.0  150.37782  38.66473 
 SDSS J100220.86+402749.0  150.58695  40.46363 
 SDSS J100337.88+403118.2  150.90783  40.52174 
 SDSS J101258.34+393238.8 153.243105  39.54413 
 SDSS J101236.56+403107.1  153.15234  40.51865 
 SDSS J100829.29+405854.8  152.12205  40.98189 
 SDSS J101042.20+410323.0 152.675835   41.0564 
 SDSS J101558.25+404647.2   153.9927   40.7798 
 SDSS J101952.09+405918.5 154.967055  40.98847 
 SDSS J102045.13+410924.2 155.188065  41.15674 
 SDSS J102403.29+420240.1  156.01374  42.04447 
 SDSS J102112.37+415358.2 155.301555  41.89952 
 SDSS J102018.01+424100.1 155.075085  42.68341 
 SDSS J102117.12+424803.3 155.321325  42.80093 
 SDSS J101907.98+422652.0 154.783245  42.44777 
 SDSS J101758.20+442640.9   154.4925  44.44472 
 SDSS J101632.59+435652.8 154.135755  43.94803 
 SDSS J102358.80+435120.7  155.99499  43.85576 
 SDSS J102708.97+434753.8  156.78735  43.79832 
 SDSS J102538.03+441752.5  156.40848  44.29797 
 SDSS J103104.51+405716.3 157.768815  40.95455 
 SDSS J102017.04+401155.7  155.07105  40.19881 
 SDSS J102254.89+421644.6  155.72874  42.27906 
 SDSS J102403.27+420629.8 156.013665  42.10829 
 SDSS J102336.59+422047.7 155.902455  42.34658 
 SDSS J102035.89+414304.4  155.14953  41.71789 
 SDSS J102340.67+414706.1  155.91948  41.78504 
 SDSS J102930.70+413756.1 157.377915  41.63225 
 SDSS J103619.65+410253.8 159.081885   41.0483 
 SDSS J103154.81+405157.4 157.978395  40.86596 
 SDSS J103053.58+411316.0 157.723245  41.22112 
 SDSS J103317.94+422236.3  158.32479  42.37677 
 SDSS J103524.65+420836.2  158.85273   42.1434 
 SDSS J103701.68+414847.1 159.257025  41.81308 
 SDSS J103639.03+421640.4  159.16266   42.2779 
 SDSS J104650.20+414718.2  161.70918  41.78839 
 SDSS J104157.11+412817.5 160.487985  41.47154 
 SDSS J103827.01+414852.9  159.61257  41.81469 
 SDSS J103951.01+405542.6 159.962565  40.92852 
 SDSS J103801.77+414625.8  159.50739  41.77383 
 SDSS J103606.01+412602.2 159.025065  41.43394 
 SDSS J103558.29+420113.2 158.992875  42.02034 
 SDSS J103510.83+420935.0  158.79513  42.15973 
 SDSS J104107.25+431522.9 160.280235  43.25637 
 SDSS J103721.48+423827.5  159.33951  42.64098 
 SDSS J104125.40+424233.5  160.35588  42.70932 
 SDSS J104620.92+430112.8 161.587185  43.02023 
 SDSS J105754.34+422920.3  164.47644  42.48898 
 SDSS J105204.13+424153.1 163.017225   42.6981 
 SDSS J104700.42+433653.6  161.75181  43.61495 
 SDSS J104845.96+435245.5 162.191535  43.87933 
 SDSS J104801.04+431111.6 162.004365  43.18656 
 SDSS J104910.62+432045.7  162.29418  43.34604 
 SDSS J105259.97+430254.9 163.249905  43.04861 
 SDSS J110846.39+423112.4 167.193315  42.52012 
 SDSS J110536.05+421421.6 166.400205  42.23934 
 SDSS J110510.90+424246.8 166.295445  42.71301 
 SDSS J105843.53+433004.0   164.6814  43.50113 
 SDSS J110028.27+441539.6 165.117795  44.26103 
 SDSS J105918.31+440322.3  164.82633   44.0562 
 SDSS J105950.85+434315.3   164.9619  43.72092 
 SDSS J110300.83+434012.1 165.753495  43.67004 
 SDSS J110703.25+435614.5 166.763565  43.93737 
 SDSS J110616.30+443509.5  166.56795  44.58598 
 SDSS J111028.40+435022.3 167.618325  43.83954 
 SDSS J111854.44+424652.5  169.72683  42.78126 
 SDSS J111537.05+431627.8  168.90441  43.27439 
 SDSS J111525.26+422628.5 168.855285  42.44126 
 SDSS J110933.06+431839.0  167.38776  43.31084 
 SDSS J111346.88+430634.3 168.445335  43.10953 
 SDSS J110709.45+431054.2  166.78938  43.18174 
 SDSS J110702.75+434839.4  166.76148  43.81096 
 SDSS J110729.07+442053.6  166.87113  44.34823 
 SDSS J112325.70+425417.6  170.85711   42.9049 
 SDSS J112319.64+431844.5 170.831865  43.31237 
 SDSS J112303.67+434755.3  170.76531  43.79869 
 SDSS J112156.70+431456.9 170.486265  43.24915 
 SDSS J111617.27+434228.3  169.07199  43.70786 
 SDSS J111925.82+424508.3 169.857585  42.75233 
 SDSS J111908.89+445535.9  169.78707  44.92666 
 SDSS J112352.34+443735.6 170.968125  44.62656 
 SDSS J112329.98+443659.2 170.874945  44.61645 
 SDSS J112204.23+445115.8  170.51766   44.8544 
 SDSS J113922.68+434544.9 174.844515  43.76248 
 SDSS J113838.17+433933.3  174.65907  43.65927 
 SDSS J113749.41+434520.7  174.45588  43.75576 
 SDSS J113522.12+432633.1   173.8422  43.44256 
 SDSS J113416.70+433032.3  173.56962  43.50898 
 SDSS J113259.54+435935.3  173.24811  43.99317 
 SDSS J112948.74+441349.9  172.45311  44.23054 
 SDSS J112445.15+440857.0 171.188145  44.14917 
 SDSS J112839.95+433837.2  172.16646  43.64368 
 SDSS J112823.45+444456.9 172.097715  44.74915 
 SDSS J112847.03+452930.3  172.19595  45.49177 
 SDSS J113201.22+442639.2 173.005125  44.44422 
 SDSS J113417.59+450659.4  173.57331  45.11651 
 SDSS J114000.09+442712.7 175.000395  44.45354 
 SDSS J114553.47+433233.7  176.47284  43.54271 
 SDSS J114622.99+442459.0  176.59584  44.41641 
 SDSS J114403.87+440021.9 176.016165   44.0061 
 SDSS J114307.76+435257.4  175.78233  43.88263 
 SDSS J114135.47+440404.3  175.39782  44.06787 
 SDSS J114034.40+440548.1  175.14336   44.0967 
 SDSS J114037.98+440856.1 175.158285  44.14894 
 SDSS J113856.22+432948.3 174.734265  43.49676 
 SDSS J113749.19+434519.2  174.45495  43.75536 
 SDSS J113849.43+450017.3  174.70599  45.00482 
 SDSS J113931.18+444626.1 174.879915  44.77393 
 SDSS J114057.83+452342.0 175.240965  45.39501 
 SDSS J115801.42+441017.4  179.50593  44.17152 
 SDSS J115339.96+432739.3  178.41654  43.46094 
 SDSS J115404.09+441248.2  178.51704  44.21341 
 SDSS J115109.39+435918.6  177.78915  43.98852 
 SDSS J115055.88+440247.8  177.73287  44.04662 
 SDSS J115015.79+434406.5 177.565815  43.73512 
 SDSS J114948.11+435412.6 177.450465   43.9035 
 SDSS J114538.51+442021.9   176.4105  44.33943 
 SDSS J114803.27+434807.7 177.013635  43.80215 
 SDSS J114958.30+454659.6  177.49266  45.78326 
 SDSS J114835.28+452149.2 177.147015  45.36366 
 SDSS J115229.27+460700.3 178.122015  46.11678 
 SDSS J115420.72+452329.5  178.58634  45.39153 
 SDSS J115310.20+460221.1  178.29252  46.03922 
 SDSS J115728.93+443517.3  179.37057  44.58816 
 SDSS J120813.74+440342.9 182.057265  44.06194 
 SDSS J120544.61+444340.0  181.43592  44.72779 
 SDSS J120417.06+443143.4 181.071105  44.52873 
 SDSS J120419.36+445030.1 181.080705  44.84171 
 SDSS J120247.13+441414.2 180.696405  44.23729 
 SDSS J120208.65+444422.4 180.536085  44.73958 
 SDSS J120120.40+444239.4  180.33501  44.71095 
 SDSS J120142.93+442025.8  180.42888  44.34053 
 SDSS J115556.98+440614.3  178.98744  44.10398 
 SDSS J115900.92+460521.8  179.75385   46.0894 
 SDSS J120041.09+455546.5 180.171255  45.92959 
 SDSS J120746.05+452300.1  181.94187  45.38339 
 SDSS J120458.63+455937.0 181.244295  45.99361 
 SDSS J121819.95+435329.0 184.583145  43.89141 
 SDSS J121812.86+441023.7  184.55358  44.17325 
 SDSS J121655.86+440632.9 184.232775  44.10915 
 SDSS J120908.81+440011.5  182.28672   44.0032 
 SDSS J120917.50+440524.6 182.322975  44.09018 
 SDSS J120656.51+440629.0  181.73547  44.10806 
 SDSS J120747.02+451401.1 181.945905  45.23366 
 SDSS J121031.36+451639.1   182.6307  45.27754 
 SDSS J121045.28+445631.4  182.68869  44.94207 
 SDSS J121040.37+445847.8  182.66823  44.97997 
 SDSS J121203.08+460810.7 183.012855  46.13633 
 SDSS J121603.63+452040.0  184.01517  45.34445 
 SDSS J121225.16+460152.2  183.10488  46.03118 
 SDSS J121940.01+453606.4  184.91673   45.6018 
 SDSS J123137.44+442234.5 187.906035  44.37626 
 SDSS J123020.07+442814.4  187.58364  44.47067 
 SDSS J122920.77+442851.1  187.33656  44.48087 
 SDSS J122557.78+433310.1 186.490755  43.55283 
 SDSS J122731.16+442102.9 186.879855  44.35082 
 SDSS J122814.15+442711.7 187.058955  44.45325 
 SDSS J122810.64+444604.3 187.044345  44.76789 
 SDSS J122443.43+442438.8 186.180975  44.41078 
 SDSS J122224.05+442300.6 185.600205   44.3835 
 SDSS J122130.40+444736.5  185.37666  44.79347 
 SDSS J122024.66+444523.0  185.10279  44.75642 
 SDSS J122017.07+460320.8  185.07117  46.05579 
 SDSS J122139.73+452547.2  185.41554   45.4298 
 SDSS J122429.77+460105.2  186.12405  46.01813 
 SDSS J122620.51+453720.5  186.58551  45.62238 
 SDSS J122643.40+461638.8 186.680865  46.27747 
 SDSS J123926.33+435217.3  189.85974  43.87144 
 SDSS J123903.82+442655.9  189.76596  44.44887 
 SDSS J123826.01+443137.1 189.608415  44.52698 
 SDSS J123620.46+431945.3  189.08526  43.32925 
 SDSS J123225.88+441101.1  188.10783  44.18364 
 SDSS J123113.79+442558.5 187.807485  44.43293 
 SDSS J123234.75+454603.5 188.144805  45.76767 
 SDSS J123303.02+452646.7 188.262615  45.44633 
 SDSS J123650.82+452536.8  189.21177  45.42692 
 SDSS J123838.10+453414.4 189.658755  45.57069 
 SDSS J123752.17+445248.1   189.4674  44.88002 
 SDSS J124457.28+444532.5  191.23869  44.75904 
 SDSS J125550.32+440400.9 193.959705  44.06693 
 SDSS J125306.99+443449.9  193.27914  44.58055 
 SDSS J125123.35+435005.2  192.84729  43.83478 
 SDSS J124227.20+443134.9 190.613355  44.52636 
 SDSS J124249.43+442158.7  190.70598  44.36633 
 SDSS J124353.43+444559.8  190.97265  44.76664 
 SDSS J125021.89+453131.9 192.591225  45.52554 
 SDSS J125304.84+445737.3 193.270185  44.96036 
 SDSS J125303.17+450044.8  193.26324  45.01246 
 SDSS J125425.24+454419.5 193.605195  45.73875 
 SDSS J125611.79+451229.4 194.049135  45.20817 
 SDSS J125548.40+444924.2  193.95171   44.8234 
 SDSS J130825.57+440441.9  197.10654  44.07832 
 SDSS J130734.87+442236.2 196.895325  44.37674 
 SDSS J130600.43+434608.4 196.501815  43.76901 
 SDSS J130621.72+434751.2 196.590525  43.79756 
 SDSS J130456.39+442717.4  196.23495  44.45484 
 SDSS J130408.23+440823.7  196.03431  44.13994 
 SDSS J130304.08+432013.1  195.76704  43.33698 
 SDSS J130030.84+440440.2  195.12852  44.07786 
 SDSS J125942.00+434511.5 194.925015   43.7532 
 SDSS J125716.84+443625.7   194.3202  44.60714 
 SDSS J130046.05+453745.1  195.19188  45.62922 
 SDSS J130110.25+455119.0 195.292755  45.85529 
 SDSS J130031.07+444445.6  195.12948    44.746 
 SDSS J130325.45+452701.8 195.856065  45.45052 
 SDSS J130420.69+450323.9  196.08624  45.05664 
 SDSS J130819.16+452142.1  197.07984  45.36172 
