|                  object|        ra|      dec|
|                    char|    double|   double|
|                        |          |         |
|                    null|      null|     null|
 SDSS J115713.51+170910.9 179.306325  17.15305 
 SDSS J115501.39+163338.1  178.75602  16.56087 
 SDSS J115333.80+164416.4 178.390845  16.73791 
 SDSS J115033.44+161552.8 177.639375  16.26469 
 SDSS J115131.04+163126.2  177.87936  16.52398 
 SDSS J114913.29+165218.8 177.305385  16.87194 
 SDSS J115429.11+183056.6  178.62102  18.51594 
 SDSS J115305.77+174949.2  178.27407  17.83037 
 SDSS J115450.76+171823.5 178.711545  17.30679 
 SDSS J115516.73+172915.2  178.81977  17.48758 
 SDSS J115454.77+213337.2 178.728255  21.56037 
 SDSS J115055.44+210843.4  177.73101  21.14548 
 SDSS J115207.65+212330.5  178.03188  21.39184 
 SDSS J114810.64+215312.0  177.04437  21.88669 
 SDSS J114818.26+222235.4 177.076095  22.37652 
 SDSS J115316.79+233041.7  178.31994  23.51162 
 SDSS J115344.03+222208.4 178.433475  22.36903 
 SDSS J115508.97+232623.4   178.7874  23.43987 
 SDSS J115536.46+231411.3  178.90194  23.23649 
 SDSS J115808.79+231132.9 179.536665  23.19249 
 SDSS J115747.55+225425.2  179.44812  22.90702 
 SDSS J115738.26+243152.1  179.40942  24.53115 
 SDSS J115750.72+244444.1 179.461365  24.74563 
 SDSS J115603.00+235340.1  179.01258  23.89452 
 SDSS J115623.66+235204.5 179.098665  23.86795 
 SDSS J115653.19+241245.9 179.221635  24.21276 
 SDSS J115340.04+233820.5  178.41687  23.63905 
 SDSS J115404.67+234824.9 178.519455   23.8069 
 SDSS J115341.24+232255.9 178.421865  23.38221 
 SDSS J115209.42+234328.4 178.039275  23.72457 
 SDSS J114930.35+243926.9  177.37647   24.6575 
 SDSS J115020.17+255742.6  177.58407  25.96187 
 SDSS J115006.59+245514.4  177.52743  24.92071 
 SDSS J115200.19+252535.0 178.000845  25.42639 
 SDSS J115525.19+253222.4  178.85499  25.53958 
 SDSS J115642.07+250349.3  179.17533  25.06372 
 SDSS J115748.21+251618.1  179.45088   25.2717 
 SDSS J115702.48+194501.7  179.26035   19.7505 
 SDSS J115449.27+194653.5 178.705305  19.78156 
 SDSS J115111.21+205122.0  177.79674  20.85612 
 SDSS J114933.52+202946.8 177.389685  20.49635 
 SDSS J115320.31+204506.1  178.33467  20.75172 
 SDSS J115242.61+203752.6  178.17756  20.63131 
 SDSS J115050.89+202207.2 177.712065  20.36869 
 SDSS J115329.52+195322.7  178.37304  19.88965 
 SDSS J115322.36+195612.4 178.343205   19.9368 
 SDSS J115638.51+204847.4 179.160525   20.8132 
 SDSS J115633.63+195306.4 179.140155  19.88514 
 SDSS J154720.97+104704.4   236.8374  10.78458 
 SDSS J154606.41+113214.1  236.52675  11.53727 
 SDSS J154345.80+110935.9  235.94088  11.15999 
 SDSS J154142.44+105833.2  235.42686  10.97592 
 SDSS J154201.95+111107.1  235.50816  11.18533 
 SDSS J153858.15+120309.7 234.742305  12.05273 
 SDSS J154112.96+120746.9 235.303995  12.12972 
 SDSS J154352.21+113850.8  235.96755  11.64745 
 SDSS J154439.07+121737.9  236.16279  12.29389 
 SDSS J154558.82+115727.6   236.4951  11.95769 
 SDSS J154722.00+114937.8 236.841675  11.82717 
 SDSS J154746.84+115014.9 236.945175  11.83748 
 SDSS J154001.19+105207.4 235.004955  10.86871 
 SDSS J153719.77+143523.4   234.3324  14.58988 
 SDSS J154119.67+150452.2 235.332015  15.08117 
 SDSS J154132.52+151449.2  235.38552  15.24704 
 SDSS J154118.76+142210.6 235.328175  14.36962 
 SDSS J154150.09+141437.5  235.45875  14.24378 
 SDSS J154521.59+141444.7     236.34  14.24578 
 SDSS J155337.12+153752.4 238.404675  15.63124 
 SDSS J155020.46+151614.1  237.58527  15.27059 
 SDSS J155038.75+153052.7  237.66147  15.51466 
 SDSS J155013.92+154743.8 237.558015   15.7955 
 SDSS J154729.59+145657.0  236.87331  14.94916 
 SDSS J154556.95+142757.0   236.4873  14.46585 
 SDSS J154441.27+153333.6    236.172  15.55934 
 SDSS J154427.25+170236.7  236.11356  17.04355 
 SDSS J154745.02+161549.1   236.9376  16.26365 
 SDSS J155034.83+120040.8 237.645165  12.01135 
 SDSS J154946.94+122357.5  237.44559  12.39934 
 SDSS J155049.94+125050.4  237.70809  12.84735 
 SDSS J154909.97+142033.8  237.29154  14.34274 
 SDSS J155018.65+141501.0  237.57771  14.25028 
 SDSS J155206.14+142257.2 238.025595  14.38258 
 SDSS J155519.75+103241.7  238.83231  10.54494 
 SDSS J155237.55+102953.7  238.15647  10.49827 
 SDSS J155317.62+101909.0  238.32345  10.31917 
 SDSS J155140.30+103548.6 237.917925  10.59685 
 SDSS J155248.82+101111.7 238.203465   10.1866 
 SDSS J155228.82+100641.7 238.120095   10.1116 
 SDSS J154835.70+112530.0 237.148755  11.42502 
 SDSS J155008.69+112033.9 237.536235  11.34277 
 SDSS J155332.60+112937.3 238.385865  11.49371 
 SDSS J155318.44+112726.8 238.326855  11.45747 
 SDSS J155323.17+115733.0  238.34658  11.95918 
 SDSS J155418.91+120732.7  238.57881  12.12575 
 SDSS J155733.58+134959.6  239.38995  13.83322 
 SDSS J155345.53+153013.5 238.439715  15.50378 
 SDSS J155401.99+150946.9  238.50834  15.16304 
 SDSS J155922.85+152655.8  239.84526  15.44885 
 SDSS J155749.61+161836.6 239.456745  16.31019 
 SDSS J160152.14+153402.5  240.46731  15.56737 
 SDSS J160116.81+153843.4  240.32007   15.6454 
 SDSS J160352.95+124336.3  240.97065  12.72677 
 SDSS J155617.26+140751.4  239.07195  14.13097 
 SDSS J155611.08+130940.8 239.046195  13.16134 
 SDSS J160049.68+131602.4 240.207015  13.26736 
 SDSS J160035.10+131113.9  240.14628  13.18721 
 SDSS J160408.05+131626.5  241.03359  13.27405 
 SDSS J160039.65+095857.8 240.165255   9.98273 
 SDSS J160101.32+101611.1 240.255525  10.26978 
 SDSS J155926.75+103926.9  239.86149  10.65749 
 SDSS J155915.34+103126.8  239.81394  10.52413 
 SDSS J155913.17+093517.2  239.80491   9.58815 
 SDSS J155646.85+103757.7 239.195235  10.63271 
 SDSS J155342.83+103921.7  238.42848  10.65604 
 SDSS J155601.28+112052.6  239.00535  11.34799 
 SDSS J160001.37+110804.9  240.00573  11.13473 
 SDSS J160047.79+110842.2  240.19914  11.14507 
 SDSS J160203.27+104852.1 240.513645  10.81448 
 SDSS J160618.38+134532.8  241.57662  13.75913 
 SDSS J160453.24+140751.1  241.22187  14.13087 
 SDSS J160331.68+135638.8 240.882015  13.94411 
 SDSS J160309.28+144912.3 240.788685  14.82011 
 SDSS J160519.37+143415.4  241.33074  14.57096 
 SDSS J160523.84+143851.6 241.349385  14.64768 
 SDSS J160447.20+151644.1   241.1967  15.27893 
 SDSS J160550.66+150153.7 241.461075   15.0316 
 SDSS J161013.37+113029.3  242.55576  11.50815 
 SDSS J161052.19+115916.2 242.717475  11.98784 
 SDSS J160955.69+114338.0  242.48205  11.72723 
 SDSS J160820.35+111855.2  242.08482  11.31532 
 SDSS J160428.84+121835.5  241.12023  12.30984 
 SDSS J160426.18+122323.4 241.109115  12.38986 
 SDSS J160531.57+122541.8 241.381545  12.42829 
 SDSS J160842.03+122312.6 242.175135  12.38684 
 SDSS J160845.07+132046.3  242.18784  13.34619 
 SDSS J160931.14+131534.4  242.37978  13.25955 
 SDSS J161339.67+092434.7  243.41529   9.40965 
 SDSS J160650.30+092924.3  241.70961   9.49009 
 SDSS J160304.57+094707.8 240.769065   9.78549 
 SDSS J160245.54+095549.7 240.689775    9.9305 
 SDSS J160538.07+100207.4 241.408665  10.03541 
 SDSS J160814.21+103055.0  242.05923  10.51528 
 SDSS J160647.00+100542.6  241.69587  10.09517 
 SDSS J161031.53+101249.7 242.631375  10.21383 
 SDSS J161026.13+103937.2  242.60892  10.66035 
 SDSS J161623.87+123459.4 244.099485  12.58327 
 SDSS J161510.69+121729.9 243.794565  12.29167 
 SDSS J161026.55+121820.4 242.610645  12.30568 
 SDSS J160953.45+133147.8  242.47275  13.52996 
 SDSS J160759.89+125333.5 241.999575  12.89265 
 SDSS J160907.18+131908.2 242.279955  13.31896 
 SDSS J160722.95+135316.5  241.84566  13.88792 
 SDSS J161043.23+133848.6 242.680155  13.64684 
 SDSS J161129.58+135714.6  242.87328  13.95407 
 SDSS J161351.23+135234.5  243.46347  13.87626 
 SDSS J161517.54+141917.2  243.82311  14.32147 
 SDSS J161717.29+110042.2  244.32204  11.01173 
 SDSS J161620.82+105234.5  244.08675  10.87627 
 SDSS J161621.32+111348.9 244.088835  11.23028 
 SDSS J161326.52+103812.9 243.360555  10.63692 
 SDSS J161150.69+110210.2 242.961225   11.0362 
 SDSS J161215.50+123014.3 243.064605  12.50399 
 SDSS J161215.53+121644.6 243.064725  12.27907 
 SDSS J161326.23+121044.1  243.35934  12.17892 
 SDSS J161547.48+124346.0  243.94785  12.72946 
 SDSS J161543.52+123944.4 243.931365  12.66234 
 SDSS J161223.28+113531.6  243.09705  11.59213 
 SDSS J161250.26+112624.2 243.209445  11.44009 
 SDSS J161504.11+111933.8 243.767145  11.32606 
 SDSS J161913.09+112159.8  244.80459  11.36662 
 SDSS J161930.51+085532.6   244.8771   8.92573 
 SDSS J161831.57+085258.3  244.63158   8.88286 
 SDSS J161734.90+085300.8  244.39545   8.88354 
 SDSS J161610.48+090655.3  244.04367   9.11538 
 SDSS J161410.90+085737.5 243.545445   8.96043 
 SDSS J161415.92+093213.8  243.56631   9.53719 
 SDSS J161256.85+095201.5  243.23691   9.86711 
 SDSS J161705.68+103521.7  244.27371  10.58937 
 SDSS J161756.94+094604.3  244.48728   9.76787 
 SDSS J161653.17+092635.7  244.22157   9.44325 
 SDSS J161731.22+092109.5  244.38009   9.35265 
 SDSS J161716.48+091542.0 244.318695   9.26168 
 SDSS J161811.45+091356.0  244.54773   9.23224 
 SDSS J161835.06+094825.4   244.6461   9.80707 
 SDSS J161832.28+095210.1 244.634535   9.86948 
 SDSS J162338.84+114710.4  245.91183  11.78624 
 SDSS J162047.59+115254.1  245.19834  11.88171 
 SDSS J162032.70+120543.5  245.13627  12.09541 
 SDSS J161833.52+120949.6  244.63968   12.1638 
 SDSS J161803.56+121132.6 244.514895  12.19239 
 SDSS J162002.01+132913.6  245.00841  13.48711 
 SDSS J162202.26+131035.8  245.50944  13.17662 
 SDSS J162407.43+124922.0 246.030975   12.8228 
 SDSS J162219.77+131421.8 245.582415  13.23941 
 SDSS J162214.59+131658.8  245.56083    13.283 
 SDSS J162457.60+131106.1  246.24003  13.18505 
 SDSS J162532.72+131655.1 246.386355    13.282 
 SDSS J162841.11+124543.3  247.17129  12.76203 
 SDSS J162523.36+093235.1  246.34737   9.54309 
 SDSS J162308.58+091718.3  245.78577   9.28845 
 SDSS J162044.96+093218.7  245.18736   9.53854 
 SDSS J162010.66+104252.0 245.044455  10.71446 
 SDSS J162131.31+114710.3 245.380485  11.78623 
 SDSS J162344.59+111112.9   245.9358  11.18694 
 SDSS J162436.37+111022.1  246.15156  11.17282 
 SDSS J162107.71+105651.9 245.282145  10.94775 
 SDSS J162403.41+105038.7  246.01422  10.84409 
 SDSS J162611.20+111341.3 246.546705  11.22817 
 SDSS J162646.68+113448.9   246.6945  11.58027 
 SDSS J162606.11+103438.1 246.525495  10.57727 
 SDSS J162722.58+112801.7  246.84411  11.46714 
 SDSS J163151.02+085307.4 247.962585   8.88542 
 SDSS J162806.20+084538.0  247.02585   8.76057 
 SDSS J162642.83+080315.2 246.678495   8.05425 
 SDSS J163158.75+091745.8  247.99482   9.29607 
 SDSS J162907.01+120114.5  247.27923   12.0207 
 SDSS J163325.00+123010.5 248.354205  12.50294 
 SDSS J163956.35+112758.7 249.984825  11.46632 
 SDSS J081020.43+075610.4  122.58516   7.93625 
 SDSS J080905.40+074818.0 122.272537   7.80502 
 SDSS J080300.57+075739.6 120.752411   7.96101 
 SDSS J080302.71+072539.1 120.761299   7.42754 
 SDSS J080831.43+083820.6 122.130996   8.63906 
 SDSS J080814.00+090029.2 122.058342   9.00814 
 SDSS J080448.04+081254.0 121.200187   8.21502 
 SDSS J081110.70+082554.4 122.794617   8.43178 
 SDSS J082354.38+085142.9 125.976624   8.86193 
 SDSS J081725.06+081250.5 124.354461   8.21404 
 SDSS J082128.75+084728.3 125.369842   8.79122 
 SDSS J081821.41+085309.9 124.589234    8.8861 
 SDSS J081628.88+085748.6 124.120369    8.9635 
 SDSS J081538.54+081048.0 123.910621   8.18001 
 SDSS J081415.43+081359.8   123.5643   8.23331 
 SDSS J081711.05+092540.9 124.296081   9.42804 
 SDSS J081506.50+091721.0 123.777123   9.28918 
 SDSS J081641.01+092332.5 124.170921   9.39237 
 SDSS J081710.74+090656.3 124.294792   9.11569 
 SDSS J082059.87+091359.9 125.249489    9.2333 
 SDSS J082328.57+092403.5 125.869056   9.40101 
 SDSS J083233.16+091910.5 128.138152   9.31959 
 SDSS J082957.48+092853.5 127.489571   9.48153 
 SDSS J082708.72+092303.4 126.786361    9.3843 
 SDSS J082619.84+084424.5 126.582672   8.74015 
 SDSS J082554.14+094308.1 126.475609   9.71893 
 SDSS J083049.39+102712.5 127.705833  10.45349 
 SDSS J083345.44+102753.2 128.439376  10.46479 
 SDSS J084147.21+100423.9 130.446747  10.07331 
 SDSS J083715.20+092529.9 129.313369   9.42499 
 SDSS J083607.44+102941.2 129.031006  10.49479 
 SDSS J083851.06+105014.8 129.712784  10.83748 
 SDSS J084443.57+102819.8 131.181579  10.47217 
 SDSS J085536.08+102401.1 133.900361  10.40033 
 SDSS J085233.80+102508.1 133.140885  10.41892 
 SDSS J085048.59+103057.6 132.702484  10.51603 
 SDSS J084701.89+100106.6 131.757873  10.01852 
 SDSS J084521.62+112554.5 131.340089  11.43182 
 SDSS J084609.11+112521.4 131.537964  11.42263 
 SDSS J085116.91+120014.4 132.820466  12.00403 
 SDSS J090240.77+105029.2 135.669876  10.84147 
 SDSS J090206.90+110032.3 135.528747  11.00898 
 SDSS J085841.76+104122.1 134.674026  10.68948 
 SDSS J085856.81+105140.5 134.736739  10.86126 
 SDSS J085612.30+102627.7 134.051284  10.44105 
 SDSS J085542.83+110314.5 133.928482  11.05405 
 SDSS J085739.23+114330.2 134.413467  11.72508 
 SDSS J085740.17+114028.0 134.417389  11.67446 
 SDSS J090130.34+121202.5 135.376466  12.20068 
 SDSS J091244.03+111948.4 138.183487  11.33014 
 SDSS J090813.46+123256.0 137.056092  12.54892 
 SDSS J090556.65+122544.8 136.486053  12.42914 
 SDSS J090944.61+122551.6 137.435898  12.43102 
 SDSS J091134.75+125538.1 137.894836  12.92726 
 SDSS J091142.69+123452.0 137.927917  12.58113 
 SDSS J091419.98+120016.2 138.583267  12.00453 
 SDSS J091335.59+122626.9 138.398299  12.44081 
 SDSS J092109.17+114547.3 140.288254  11.76316 
 SDSS J092101.48+112944.3 140.256119  11.49595 
 SDSS J092254.47+122237.6 140.727021  12.37712 
 SDSS J092210.39+122335.8 140.543336   12.3933 
 SDSS J091325.00+122740.5 138.354187  12.46126 
 SDSS J091437.82+122343.4 138.657607  12.39539 
 SDSS J091813.55+130317.3 139.556489  13.05481 
 SDSS J091913.16+130057.0 139.804856  13.01586 
 SDSS J092109.74+125923.6 140.290619   12.9899 
 SDSS J093024.48+124804.3 142.602036  12.80123 
 SDSS J092734.54+121609.5 141.893936  12.26933 
 SDSS J092743.52+121715.1  141.93135  12.28755 
 SDSS J092406.79+131259.9  141.02832  13.21664 
 SDSS J092905.63+130201.7 142.273514  13.03384 
 SDSS J093153.29+125140.5 142.972046  12.86127 
 SDSS J093435.80+142041.6 143.649231  14.34491 
 SDSS J093228.16+145451.3  143.11734  14.91429 
 SDSS J092951.89+141533.3 142.466217  14.25927 
 SDSS J092850.35+145840.9 142.209824  14.97806 
 SDSS J093122.95+150847.1 142.845657  15.14645 
 SDSS J093221.55+145857.2 143.089814  14.98257 
 SDSS J093453.98+154256.5 143.724945  15.71572 
 SDSS J094048.05+123758.3 145.200256  12.63288 
 SDSS J094205.83+125433.6 145.524307  12.90935 
 SDSS J093647.93+122845.1 144.199737  12.47922 
 SDSS J093907.66+125640.1 144.781966   12.9445 
 SDSS J093859.57+131555.7  144.74823  13.26549 
 SDSS J093524.40+124819.2 143.851714  12.80535 
 SDSS J093416.22+131141.4 143.567626  13.19486 
 SDSS J093320.47+123336.7 143.335312  12.56021 
 SDSS J093255.89+123135.9 143.232879  12.52665 
 SDSS J093307.29+133649.9 143.280411  13.61388 
 SDSS J093839.24+142708.1 144.663528  14.45229 
 SDSS J093720.87+134818.1 144.337005  13.80504 
 SDSS J094034.68+140048.6 145.144546  14.01353 
 SDSS J094220.38+141521.6 145.584945  14.25601 
 SDSS J094309.49+135131.8 145.789566  13.85885 
 SDSS J094439.96+144353.7 146.166489   14.7316 
 SDSS J094252.28+142737.2 145.717834  14.46035 
 SDSS J094055.51+145235.5 145.231354  14.87654 
 SDSS J094104.73+143459.3 145.269714  14.58317 
 SDSS J094214.79+152251.2 145.561661  15.38092 
 SDSS J093951.46+142611.8 144.964416  14.43663 
 SDSS J093811.09+143906.1 144.546249  14.65171 
 SDSS J093834.01+145513.6 144.641754  14.92044 
 SDSS J093729.13+151524.9 144.371384  15.25693 
 SDSS J093736.80+151633.5 144.403335  15.27599 
 SDSS J093612.31+145548.5 144.051285  14.93017 
 SDSS J093734.11+145935.7 144.392181  14.99328 
 SDSS J093525.60+153727.5  143.85669  15.62433 
 SDSS J093700.55+153459.0 144.252334   15.5831 
 SDSS J093957.35+164712.8 144.988983   16.7869 
 SDSS J094358.03+164116.4 145.991806  16.68793 
 SDSS J095001.69+124900.1 147.507079  12.81671 
 SDSS J094817.88+135806.3 147.074524  13.96846 
 SDSS J094650.14+135529.8 146.708924  13.92497 
 SDSS J094444.25+151408.6 146.184402  15.23574 
 SDSS J095047.95+143946.2 147.699814  14.66284 
 SDSS J095055.07+140604.9 147.729477  14.10139 
 SDSS J095140.99+143317.6 147.920821   14.5549 
 SDSS J095617.51+155717.8 149.072999  15.95498 
 SDSS J095301.06+160022.8 148.254424  16.00635 
 SDSS J095141.44+155108.4 147.922699  15.85236 
 SDSS J094836.33+154813.3 147.151413  15.80372 
 SDSS J094813.89+161804.8 147.057937  16.30135 
 SDSS J094907.33+161625.4 147.280594  16.27376 
 SDSS J094801.86+164952.5 147.007812  16.83126 
 SDSS J095420.33+162152.9 148.584717  16.36473 
 SDSS J095533.61+162558.2 148.890045  16.43287 
 SDSS J095737.39+165818.3 149.405791  16.97179 
 SDSS J095911.03+132040.2 149.795974  13.34451 
 SDSS J095739.83+141543.3 149.416016  14.26205 
 SDSS J095413.51+134456.3 148.556336  13.74899 
 SDSS J095254.03+134533.9 148.225143  13.75945 
 SDSS J095448.84+144331.0 148.703521  14.72531 
 SDSS J095704.96+150422.3 149.270691  15.07286 
 SDSS J095547.09+145548.1 148.946244  14.93005 
 SDSS J095903.10+150703.0 149.762955  15.11752 
 SDSS J100130.45+151457.0  150.37689  15.24918 
 SDSS J100217.07+144623.5 150.571155   14.7732 
 SDSS J100248.38+160432.2  150.70161  16.07564 
 SDSS J095917.62+160627.8 149.823441  16.10776 
 SDSS J095912.96+172242.7 149.804046  17.37853 
 SDSS J095940.40+172528.2 149.918366  17.42453 
 SDSS J095900.22+174901.6 149.750946  17.81714 
 SDSS J095656.96+165032.1 149.237336  16.84227 
 SDSS J100037.68+170427.6 150.156975  17.07436 
 SDSS J100050.92+171236.6 150.212175  17.21018 
 SDSS J100159.44+165417.7 150.497715  16.90493 
 SDSS J100955.51+140154.2  152.48133  14.03176 
 SDSS J100520.96+141311.6 151.337355  14.21992 
 SDSS J100522.94+141203.2  151.34559   14.2009 
 SDSS J100446.94+140507.5 151.195635  14.08543 
 SDSS J100419.84+140148.4 151.082685  14.03014 
 SDSS J100426.41+142019.4  151.11009  14.33875 
 SDSS J100108.29+142042.4  150.28458  14.34513 
 SDSS J100147.56+140612.6   150.4482  14.10353 
 SDSS J100140.26+135909.0  150.41778  13.98585 
 SDSS J100401.42+153445.0 151.005945  15.57917 
 SDSS J100736.59+143701.8 151.902495  14.61717 
 SDSS J100710.87+161124.7 151.795335  16.19022 
 SDSS J101509.25+161636.6 153.788565  16.27684 
 SDSS J101740.97+165228.8  154.42074   16.8747 
 SDSS J101447.90+163850.1 153.699615  16.64725 
 SDSS J101301.09+170203.4 153.254565  17.03428 
 SDSS J101201.95+165216.9  153.00816  16.87138 
 SDSS J101045.71+160003.9  152.69049  16.00109 
 SDSS J100758.67+162211.6  151.99449  16.36991 
 SDSS J100935.70+182601.5  152.39877  18.43376 
 SDSS J100852.33+171939.0 152.218095  17.32752 
 SDSS J101114.56+172346.9 152.810685  17.39639 
 SDSS J101030.87+173804.2 152.628645  17.63453 
 SDSS J101154.60+175646.3 152.977515  17.94621 
 SDSS J101252.62+172612.4 153.219285  17.43681 
 SDSS J101354.64+171439.6  153.47769  17.24437 
 SDSS J101652.03+171000.3 154.216845  17.16678 
 SDSS J101751.65+141206.9 154.465215  14.20193 
 SDSS J101656.20+134804.5 154.234215  13.80126 
 SDSS J101534.47+142904.0  153.89364  14.48448 
 SDSS J101427.98+141826.0  153.61659  14.30723 
 SDSS J101021.98+142755.6  152.59161  14.46546 
 SDSS J101256.26+141955.7  153.23445  14.33216 
 SDSS J100953.96+144802.0 152.474865  14.80056 
 SDSS J101031.35+160836.9  152.63064   16.1436 
 SDSS J101207.20+161925.8 153.030045  16.32386 
 SDSS J101538.87+155810.7    153.912  15.96966 
 SDSS J101753.89+155603.7  154.47456  15.93438 
 SDSS J101732.60+161706.4  154.38585  16.28513 
 SDSS J101823.97+153630.9 154.599915  15.60862 
 SDSS J102511.50+171520.0  156.29793  17.25556 
 SDSS J102141.89+161855.2  155.42451  16.31535 
 SDSS J102000.77+171452.2  155.00325  17.24785 
 SDSS J101750.75+163001.7  154.46148   16.5005 
 SDSS J101614.90+182544.2 154.062105  18.42901 
 SDSS J101740.54+181304.4  154.41894  18.21793 
 SDSS J101806.06+174807.8  154.52529  17.80218 
 SDSS J101859.58+182121.3  154.74825  18.35594 
 SDSS J101912.66+181725.8 154.802745  18.29053 
 SDSS J102016.24+180923.0 155.067705   18.1564 
 SDSS J102031.72+182826.9 155.132205  18.47415 
 SDSS J102008.61+174817.4 155.035905  17.80486 
 SDSS J101940.28+173223.5  154.91787  17.53989 
 SDSS J102149.27+175532.7  155.45532  17.92575 
 SDSS J102111.59+183810.9  155.29833  18.63639 
 SDSS J102544.00+173639.5 156.433365    17.611 
 SDSS J102546.42+150552.0  156.44346  15.09779 
 SDSS J102211.57+152515.5  155.54823  15.42098 
